twitts,sentiment
@Kimmi_McFly aww  least you had fun out there xD xxx,0
@nsane8 Wait...its hockey..Damn my ignorance..!! ,0
sigh. im too busy to twit or even plurk. ,0
"Cold Play sounds good real good, a bit like the Police. Some of this new &quot;alternative&quot; music is pretty good-have an open mind ",1
@BilleBaty wow! thx for the super fab things you said abt me to @MrTweet. Glad I come across as I really am ,1
Just planted lots of sunflowers that I started from seed.... makes for happy birds in the fall ,1
bye tweet..i really need to sleep now.. i've got a lot of things to do tomorrow.. ALOT!!! plus i'm gonna sing w/o my voice.. WEIRD..ouch ,0
Headaches are NO fun ,0
"@jime60647 Dutch Bros. is a total western thing, Phoenix is the closest location to me ",0
"oh no, i have a cold ",0
"@scggNevaehEden samurai Nev, always loved that pic but sadly i wont b there if u go with it ",0
@Greek4Honeybee ,1
"Of course it happens right after MS stops giving out coffins too.. and it was totally random. Skate 2 killed it  Well, RIP 360 #2",0
My tummy hurts ,0
@killerannax but i don't want to be   i want to call people whippersnappers now! it's a fun name.,0
has just returned from the gym  time to work..,1
Just made it home to the T! I better be getting these braces off my dentist be playing games with me!  We'll see though.....,0
Its sunny in London   @LgrunIts a rainy day in rome. ,0
enjoying a relaxing day off...meaning sitting around doing NOTHING ,1
@gerry60626 sounds better than the Jesus channel ,1
"@cherylcxe It is an analysis report dear. you must find reports and write, not like twitter type type type ",0
@MattHaaksman - What? no slumber party? haha ,1
finals. ,0
@reatlas  Clean Me!,0
http://twitpic.com/4j9eo this is  how it looks at nights ,1
still making icons ,1
Partnership Walk was fun!  @taylorswift13 on Dateline tonite!!!! ,1
"(Shuffling Tarot cards) anyone want a free mini Tarot tweet? @Gemstars your name,age and question and I will @ back first 10 people ",1
just got back from the E.R..i just had an epiphany!!! no more hot cheetos.. ,0
"@LstInTheSeeThru oh bye, nite nite, Sweet Noopy Dreams ",1
"@juliatishtash you sound like me, I also broke my gazebo at the weekend, and my knee occasionally gives way   Hope this week gets better x",0
WERE NUMBER 37 and Climbing on Sound Click new song Time Goes BY! ,1
feeling all alone in a crowd because Mistress is not here  ,0
"@LivexLifex1 but you cant you're stuck in a relationship so you cant do shit lmao,but thats okay ",1
USD-INR heading south once again..  http://snipr.com/ijxtp,0
"Chillin at this Colfax Fair w/ Jenn,, waitin on my booo ",1
Going to see Rent on 6/10. With 2 of the original cast members. Wish more friends were Rentheads so I could share that excitement. ,0
@gerrymoth Totally agree Gerry ,1
just loaded up on carbs and fat so she can have enough energy for the next 48 hours.  oh the carage!  ,1
4:30 AM. Still not sleeping. ,0
"@luciddraco    could be (scientifically speaking, of course)",1
@MMiddleton We will fihure it out and work out a good time. We always have the cottage weekend too ,1
@maxcelcat Dang - gotta hate that ,0
left 'Naked' at @iarebinky on her little ass bed  even though my feet stll hurt my nite was made ;-),1
"@jcshie Bad news really, hope everything is ok ",0
@EllensShow hey ellen watching from the Philippines! we're only a day late and uv become a daily ritual for me and my son at dinner ,1
Just put on trackies and some extremely long songs  I love winter,1
"@stormy_brow i'm glad to see the system has calmed down about the flu, but i'm still sorry you have it ",0
will most definately miss youu! ,0
is wondering why the hell I picked GCSE History - that exam was so difficult today.   ,0
@Nupe4BX lol me too..but im jus going with the flow ,1
@magicswebpage I am sorry to hear that ,0
@Mollena And &quot;Pushy&quot; well that's the number one word used to describe both Saynine and #LilSaynine ,1
322 &quot;readers&quot;! I am deeply honored and touched with all of your support! &lt;3  Thank you so much!,1
and it was ,1
Lunch w/Ms. Tara Hull then back to worrrk ,0
The fog has rolled in. Another sign that summer is almost here. ,1
@richardbranson I must say it was a brilliant race in Shanghai. Looking fwd to another podium finish by Brawn in Bahrain ,1
Watching The Bridge Video Music Box they Playing Fat Boys - Can You Feel It mad Old School Gotta love it!!! ,1
watching ep 4 of JONAS&gt;&gt;&gt;  http://bit.ly/PEQqg,1
Can't stop buying HD-DVDs.  ,0
"@princessherb no, not all you talk about - I just know from the ONTD posts, bb. No worries ",1
Vin Diesel plays dnd! I'm going to be the dragon. ,1
Written my French presentation..now got to learn it off by heart..Yay.  What is the point?!,0
@violetcreme Hurrah!  Good luck ,1
Going to work ,0
@MDV8 i will donate if you make @michaelbatty apologise on air to @kyleandjackieo tomorrow morning for his rude fat jokes towards her b4 ,1
I am being ganked by a gnome called Bubblebut ,0
I completed Fade To Black on drums Expert+ on guitar hero metallica ,1
I like my new hair ,1
@Floor_model considering the rain that's coming I do too.  Looks like I won't get to do either! ,0
"Heading out from ATL on the &quot;bummer&quot;   plane, everybody on here is bummertown with @racedesign, Tyler McQuarrie and the Belle One boys..",0
kind of misses her parents already ,0
I think I killed Twitter.  Everything got quiet.  ,0
"@FoxWhisperer that's cute! If you find an LS4, that would be excellent ",1
@MilkyMooMoo yuk! end of year accounts   I need to make a start of mine too!,0
i wanna go back to bed ,0
"@mimbles it's surprisingly close, for the heraldsun!! ",1
I am not looking forward to getting on this tiny plane :/ all the way to memphis!!  bummer.,0
"Morning! Absolutely knackered, couldn't sleep at all last night  Felt like someone had stuck an axe in my head! LOL!",0
has been to the opera!!! I've had my culture for the evening!! ,1
Minding my business... And missing Atlanta... ,0
@Gud2BRabah  I hope not either ,0
@writergal85 Thanks! ,1
"@tommcfly haha i met dan at my last dream, so funny.. Wish it was true  i'll try to meet you now, ha! Xxx",0
@linfinsaysrawr i'm sorry babe. Wanna go bowling with me?? ,1
"Was on tv, ",0
@ofir_i The Onion totally nailed it with this one. I LOLed ,1
"feeling left out,  not having a neighbour to tweet with ",0
I â¥ taylor's swift music video you belong with me! It's seriousslllyy amazingg! I love it and her!  Not going to beddd until late...latee!,1
@maylily18 he said they're just using all the good stuff out of the milk and there's not much waste. it's always such an explosive poop ,1
"Waiting ok market at for my bro then club stingaree, 9 more days Pauli and you can come ",1
is sad that we won't be seeing Margaret Mountford any more ,0
"Number 6 on Google for 'James Wilding'. Still have the composer, a sailor, and a company directory to beat  http://is.gd/13fp7",1
stravingggg and needing a nap ,0
@3dnatee please don't tease the people like that... u know they were probably drooling all over ur videos... ,1
yeah today was better ,1
"@jordynrae so for number 10, you should bring me along ",1
Both DH and I are not feeling well. I've got headache from contacts and he's generally yucky.  Good thing no crazy Father's Day plans.,0
"Why, oh why, must RL get in the way of my muse? Especially since it comes so rarely anymore. ",0
 you guyss are amazing,1
@spunkransomed3  Hey no its totally cool! shes awesome!  Hi 8waves bk* new people are awesome! actually new Irish people are!  xo.,1
"@StephStricklen I don't think you should be tanning at this point in your pregnancy, legs or anything, but 45-55 min? Get the SPF 500!  ",1
I got my pokerface on...I heart GaGa... ,1
@TwittleMissBIG you're suppose to have my back meany ,0
@Sonicray Is it scary that when you explained it that way it makes sense to me? ,1
"didn't even notice I reached 100 followers  Wow, since I'm not that active, I'm stunned. Thanks to all of them",1
"Don't kill me (esp sophie) i kinda lost my phone @ the gwc toilet. btw, I worked a killer 10 hour shift today. Enjoying work! ",1
@spunklvr yes! as far as we know still!! ,1
@middlefinqer U THINK I WANT YA ATTENTION ,1
[Wrong!] to my co-pilot liz: thanks for leaving me here all alone for 3 days w/ SB ! your the greatest!  http://tinyurl.com/p2rwg6,0
MASSIVE toothache ,0
with the likes of harman and farage is it any wonder no one votes? in other sad news james morrison is supporting springsteen ,0
Soooo hungover  Never drinkn again!!!,0
@mzishi i still aint got no &quot;good job way to go natho&quot; yet ,0
"going to six flags nicole, lee, alicia, and ashley ",1
@ashleytwo ,0
@debbieharry I forwarded him the email! ,1
so sad to hear about Mike Tyson's 4-yr-old daughter  May she rest in peace.  I can't even imagine what the mom must be feeling...,0
dll coding ,0
Dance Gavin Dance's new album is probably the biggest letdown ever  But I still love them just as much.,0
"Yessss, finished chapter 3!! 4 more and I will reach my goal for today ",1
Time for bed since i feel like hell and there's nothing better to do.  G'night! ,1
Hmmm Eating a very late dinner just got finished with a HULU  firefly marathon Episode 1-14 hahahahaha in record time too ,1
My bf should be psyched about me comin back home -  not a video game     love you baby!,1
I intended to revise chem a bit and reread ss but I DIDN'T because I am too sleepy now ,0
bitten by an insect ,0
@hugslenali lol your suppose to be sleeping...if I was there I would give you a massage to help relaxe you ,1
Very disappointed by the French Open results today. ,0
@mdcurry @VTuba the dci site said 22 so i thought i could. ,0
"I've got a date with Brendan tomorrow. &lt;3 Oh it's going to be pretty cold but that's alright, I got him to keep me warm. ",1
lalalala cousins are over ,1
@Styla73 Yes. I believe we are! ,1
@jerryjose7 seriously? :s Links plz ,1
"If anybody's up, they should text/call/IM. It's always so lonely on a Sunday night because all the good students are sleeping early. ",0
". @pablowapsi Hmm. I'd want to be Faith from BtVS, just a bit more sane. I'd love to look like @elizapatricia + she got to tease Spike. ",1
@G_Rhae Can you print it out ?  If so here is the link http://twitpic.com/6omt6 If not I will be there early and can give you some  ,1
!@bkdodgr  We'll always have Paris ,1
RIP Uncle Butch ,0
"my star trek bootleg timed out and when I refreshed the page, it said &quot;video removed due to infringement&quot; FML. I only had 40 mins left ",0
is alive and twittering ,1
"oh, dear, its raining ",0
can't work twitter  !,0
finally at home enjoying the air conditioning since i've been in the sun since 9:30 this morning...off to the next job at midnight ,0
Its such a nice day! I wna go to the beach or something ! Have to work ,0
"@TheGlossophile If you'd like to send me a copy of your notes, I'll credit you if I quote them in a paper or something. ",1
i ran out of facebook quizzes. lol grocery shopping then work. w00t? ,0
"@Iamlegend01 Hi Caleb.  When you finish the tunes, if you post them somewhere, please let me know. I'd love to listen.  ",1
@lalalawikit :O DID I JUST HEAR WHAT I THINK U SAID ABOUT UR HAIR!?!? :O ,1
@wiipink hey add me up. Could use someone to talk to  247E73D8,0
"@Yolachka lol, I think your dreams can compete with mine ",1
is so upset My Name Is Earl has been cancelled ,0
I can't see a bleeping thing today  ,0
Today I'm relaxing. xD Just finished with cleaning my room and having a lunch.Now I'm taking a rest in front of the computer. ,1
Here with @tanyaajoanee   Studying though. Language final tomorrow,1
when i run out of canvas i jst paint on myself ,1
"Argh, I am going to the dentist tomorrow  not fair, nothing is wrong with my teeth (I don't hope there is)",0
@anyamanda hey ,1
On our way to the river still dont kno which one ,0
"@jbruin Lucky girl, I'm still not eligible  Video on the new phone looks pretty sharp.",0
"@amandadossey Have u tried RollOver in a Kong? I know I'm a dork, but here is one of my dogs in his crate  http://ad.vu/nr7z",1
@gbritt already blocked it out. Mr ichatting COD to andrew last night ,1
@Jotebro thanks 4 the ff ,1
"Remember, Royal Park in Leeds tonight. Show starts at 7pm and it's Â£3 in  let me know xo",1
@locoocho i feel really sick  but i just love cheese sooooo much haha,0
@mrbartleboom Awww me too! I'm on the roof instead! And no vodka for me... ,0
@jooni Cheer up!  It's Saturday.  Sending you good vibes ~*~*~*~*~*~*~* ,1
is worried about my grandfathers condition ,0
Waiting to see a message on here from MaryEllen ,0
@davidalexanderm I have go my name down for one of those already ,1
"I'm bored, its rainin and I don't have my baby &quot;car&quot;!! ",0
@Fumm Ooo  dont say that u,0
"I have had summer vacation for 1,5 week now and it has rained almost all the time  Give me sunshine and good weather PLZ!!",0
SCHOOL TODAY! After that beautiful weekend! ,0
@Elaine_W_84 http://twitpic.com/5opab - OMG! That's bloody awful! ,0
but I can work the clock... glanced at my watch... sure is getting late... sad ,0
@MarkClayton711 have a great night Dad..Hi to Mum and Harald ,1
@twiggcrayon ha. yay  spencer is the funniest shit,1
She's gowing up too fast ,0
So 17th June and iPhone 3.0 not out yet.  Wake up Cupertino!!!,0
This is the most fun i have had at 'home' in a long time. ,1
I need someone to talk to ,0
@lindentreephoto congrats!  But what a way to belt up!  Omg going to get a new DVD/VCR player now - ours died ,0
@AraDeeBby thank u.!  ,1
"@stephenfry not that it's a competition, but there's a to do about Oprah's twitter following hitting the 200k+ mark. You're twice that! ",1
I get to see Jacob ,1
Thanks for the retweets fellow Friday Happy Dancers @radioproducer1 @CantonDog @SDRadio  Keep Shakin' your Friday thang!!!  WOOT!!! ,1
@ReginaHigh why? I'm all good.. I'm broke but only cuz I put some in savings which I am NOT going to touch! ,1
Ballet this morning but I've strained my leg at gymnastics and I can hardly move my leg!! I don't wanna be rubish on the last day ,0
"I'm the happy owner of The Truth and Thief of Time. Corgi books. Aunt remembered. She also remembered ballet shoes and make up, tough ",0
Chocolate Bunnies!  Chocolate Bunny Day is coming!  I hope I get a huge one this year - bring on the Chocolate Bunny!  ,1
howdy @ninapower - what a terrific interview; but are sure you heard him right about Brad Pitt? ,1
@laceyee I want Skype  I really wanted to video call!!!!!,0
I know it's too soon ... but i miss scrubs already  #scrubs,0
I like my summer internship. I hope I can find one for the fall though! ,1
Well on a normal day I'd already be done with work...Unfortunately this is not a normal day. Which means I'll be in the office till late. ,0
I mean I wuld do it myself but I wnt have time ,0
"@Xandu I made up the kitchen stools and they look proper cool!  I love Ikea, cheap and good! ",1
@kari_shma  Ok I don't understand this but what is the hump day  I am clueless I even read some autographs on myyearbook homepage ???,0
@FollowWatch I'm still waiting 4 my invite ,0
@JesaTM I'm sad I couldn't be there as well!  You guys should come to the High Praise concert Friday evening.,0
lalalaa im excited for tuesday thats gonne be fuuunnn  i 'M bored what should i doo please tell me ???????????!!!!!!!?????!!!??,1
"Listening to U2: Beautiful Day -&gt; Sunday Bloody Sunday.  Appreciate how appropriate it is, plz ",1
aaaa I need followers on Daily Booth...Please sign up and follow  http://dailybooth.com/LawrynLoserFace,1
Just had a dream that Kristen Wiig from SNL sent me an email and when I opened it my alarm went off and I didn't get to read. ,0
my bf is makin breakfast 4 me ,1
wish my dad didnt have to work ,0
Boredom strikes! Its far too nice a day but I have nothing to do.  Still have no job.,0
My Tummy hurts ,0
"i'm always the odd one out, it seems. ",0
I write my own story down. Allow me to introduce ... Kate. ,1
"Ugh, it's 90 degrees. ",0
@divadarya Awww.  You are too sweet! I love Pam &amp; Helen's blogs too - both are in my RSS feeds.  ,1
Needs to go get a ultrasound down booooo ,0
Happy Mother's day to all the wonderful mommies out there  I LOVE YOU MOM!!,1
"Ugh Im seriously gonna want this, Altho they only seem to ship to the US and Canada  http://www.transformerscollectorsset.com/",0
@tomlenk happy birthday ,1
@MaVince Believe me when I say I wish I was there. ,0
@Techcore did you and darryl-o get to watch up yesterday? ,1
"Stuffy nose, sore throat, sad I'm not outside enjoying the beautiful day ",0
@scottdot i want sushi  we should head up to #ABQ &amp; have some w/ my besties #jennsreverie,0
@jensenclan88 hope we're on the same flight! ,1
Did plenty enjoy dancing in the park in a screamo way bt this wasn't appreciated by ppl  Hmm hungry now :p,0
@KatieBQ Good luck with that--with the whole APDA snack bar around the corner... ,1
Yes..... @coenjacobs can start building our English blog soon  A new low profile experiment will be born :p,1
ok health. Its raining now. But can't go in it.  . Feeling better than yday. Gn,0
@DJF8 It just hit me right now at 3:02AM that Brad replied to me. :o Oh my gosh &lt;3 &lt;3 &lt;3 &lt;3 &lt;3 &lt;3 &lt;3 &lt;3   ,1
@RachelLock22 yuppp  but if they wer celever enough they wud have gathered athat the girls have seeen it.,1
@thesldude86 - and i only just realized it's &quot;LaBeouf - not LeBeouf - oh my ,0
96% on my first test  not fucking good enough!!! off to do HW,0
Progress with GSA information. It's looking up as of right now! ,1
@stevenerrington ugh thats poo  i'm sure your looking forward to it...,0
@JamiMiami  I got 2 vm's in my cell once from a drunk guy for girlfriend or ex; played over &amp; over again ,1
"Ugh! Being forced to watch a dvd of ''the eagles'', it's torture! ",0
 ohh I need to sleeep but I can't uhhhh :@,0
"In other news: Oobleck went down a treat with my Neice, as did the making of playdough  Much fun was had by all :-D",1
is stuck with no wallet or money  shall have to bring in my passport and bank statement and hope that they will let me withdraw something.,0
"Big question for the night: If you've had it, what do you think about Chick-fil-A's new Peach Milkshake? (via @jakedudley) not a fan ",0
"is infatuated, and the more I hear, the harder I fall. ",0
@jencorbett I got the DM via SMS. Will check it out in a bit ,1
would love to stay in bed but have to go to work...roll on the long weekend! ,1
Hey to u too ,1
And everything finished.... I'll missed you ,0
@darkliquid cool. Your shelves look great! Especially with all those books. Bet it was really satisfying arranging them all ,1
@itsbagism aw  *there there*,0
I love waking up to &quot;Linus and Lucy&quot;. Getting in 9 miles before getting over to the @sprint store to get my #palmpre. No more shit WinMo ,1
@troykids That's right! We will be broadcasting for sure!!  We will tweet you from there and send pics. ,1
is playing metropolismania - such a brilliant game ,1
@freddyb87 no yu wont..ima find yu someone! ,1
@siz_star french is poop (: i want a bagel ,0
I was hoping the iPhone update would work over the air  3.5 hrs til I get off and can go home 2 download,0
"Doc seemed really impressed with how I'm going with my anxiety recovery. Yay  The best thing is actually feeling normal,  and happy, again",1
Stitch til 630. Is it November 21 yet?  I miss Space Mountain ,0
Just had the best ranch blt from mcdonalds!  Nighty Night...,1
TS3  ....I'm so pathetic!,1
"@aimeepj bet they dried up quick! westons 8.2% next, all in the meaning of practice ",1
"apparently, i'm being a horrible person today by eating chips out of a bag and not wanting japanese food for lunch...  f that...  ",0
"@alex434 Bassnector just opened for @matisyahu here in SD, great show ",1
@wendy_dance Yes and by domain as well.  ,0
So there's a school of 15 y/o kids comin from denver on my flight. At baggage clain the teacher was counting them and counted me ,0
Awwww... the buttons on the new iPhone headphones do nothing when plugged into the MacBook Pro ,0
Everything is not a prime number  I'm a great coder,0
@JTalk100 Hope your headache stop soon.I'm about 2 die....  I miss MaryJane so much. That was my boo! Lol,0
@socalsmith I am! ,1
"I just heard a song that reminded me of eating jelly, playing cards and sunbathing on the roof at Tijuana Brass. Time certainly flies ",0
#followfriday!  @RockoBrocko @RobTyrie @mikeminer @benlucier @mathewi @neilmorton @rhh @shawnhawaii @brundle_fly,1
I think that im dying . . . . . Legit ,0
@RubMyDucky Awwwwwwwwwwwwwwwwwwwwww   ,1
Have You Heard the rumors about the huge FLP Aloe2Go Homevideo Contest? I'm so happy to see that my MLM business uses also Social Media ,1
Mommmys leavinng todayy ,0
about to go back out in the sunshine. Hope it stays like this for my 21st 2moro. It always rains on my b.day  -x-,0
"#operaunite is growing on me. I'm liking it. It doesn't escape the company firewall though.  But then again, nothing does.",0
Exhausted to the tee.. So i'm knocking out! Nighty night tweety birds ,1
@richardbarley nothing to be sorry for. Thanks anyway ,1
"@RaeAnnRad oh nevermind, i saw it  my eyes will never be the same again",0
"just watched tropic thunder...has some funny bits. Off to bed now, only hours to go til the stitches come out ",1
@thaatrademark Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,1
listening to danish band &quot;Nephew&quot; they rock  http://www.nephew.dk/,1
Weekend almost over  Bbq with pat right now ,1
@whiteguysdancin E. Only when my pain subsides enough for me to hurt myself and do it ,1
"@chrismanning yaya, i love it! especially considering i almost always have like 5-20 tabs open at a time  #firefox",1
I have a date with my couch and sex and the city! ,1
"I have huge, super itchy bug bites all over my arms and legs  help.",0
Is Sims 3 really that much better?  Once it seems like I collect almost all of the last one a new one comes out ,0
@Cullen_Edward21 good ,1
 having a bit of a rough day but things will get better. God is still God and still in control!,0
@mileycyrus I miss you...  come over and say bye before I leave!!,0
@iluvcuppycakes oooh!  are you making an entry???  i'm about to start one...  but I have like TEN I want to do!   procrastination = bad!,0
http://twitpic.com/7g59d - Awe.  I love them so much...,1
i am so extremely bored. I have NOTHING to do and im depressed. ,0
"8/11/2009 - Madonna, CPH, Parken! - Can't wait, but this time it's without Morten, that's sad ",0
"having a great time in nyc, but happy to be going home today ",1
@BoltClock i wouldnt bother about it. ,1
@SmartyPig I might have to go where the money is. ,0
i am super tired... cutting massive amounts of grape clusters and making decisions for indecisive people (AKA: Doyles) has worn me out ,1
@Charified Hey grats  May you have many more *thumbs up*,1
"i dont know whats hurting me more my neck, knees or ankles ",0
woke up suddenly very happy considering ,1
"@kissability Thanks  It's depressing, but I'm trying!",1
"I don't want your shrimp, yo lobster, oysters or clams, I'll take the pearl but definitely no Crabs! I'm allergic ",0
"Ugh do I really have 2 let my baby go 4 the weekend? I'm nervous, anxious, scared, excited, &amp; lost all @ the same time. Missn her already ",0
@Mboko YEAH! it seems like it never ends lol. it suxs ,0
I feel a twoem coming on   ... dedicated to the Emerging Writer's Festival which starts tonight.,1
"Blerg, bout to go run some errands then peace out to the job ",0
@k3rryq Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,1
@debasispradhan hah &quot;if I don't have much time&quot;  good point ,1
@brockmanj awe you're gonna go right now? That's cool ,0
@mileycyrus For some reason your updates don't show up on my twitter  I don't know what's wrong with it.,0
morninggg. couldnt sleep last night ,0
@deadstarx guten morgen ,1
http://bit.ly/46GLuM i just spent a whole 2 hours talking to jb fans  it was so fun and re.. http://bit.ly/iqkK7,1
@iamararebird not that i know of WAMP ,0
@miss_holleewood i want my old life backkkkkkk ,0
@Jacky_ds go on aim  thank youuuuu.,1
Wants to watch Primeval... But can somehow never find the right time... ,0
@maroon5princess  You're kidding me?  I'm sorry ,0
@songineverheard that pick of the Starbucks drive thru is in Vaughn Mills &amp; you should talk to your Starbucks man crush ,1
Aaaaw... I've been sick for 4 days now. How i hate it. Makes me so indispensable. ,0
Moviesmovies ,1
"Gonna put in on some reading time  about half way through New Moon, Edwardddd where are youuuu??? ",0
setting the Twilight kiss to &quot;I wanna make love right now na na&quot; was just.. so wrong. mtv movie awards ,1
(@crmn6000) Don't trust a ho.  making bfast,1
is up early again working  and then hopfully relaxing later today... but who knows? Still recovering from last night!,0
no school for me today. now what do i do with myself? Julie  ,1
"@noellinnane that's great Noel, the more photos the better, we have a group on @pixie for them http://pix.ie/group/spwc ",1
@Jewel_Lia  Are the drugs working?,0
Wisom teeth out tommorrow :|  x,0
R.I.P dormÃª you will be missed!  http://twitpic.com/7ra9j,0
"@JoyrexJ9 yeah, ace   &quot;See JJ, was it so hard to make a title sequence?&quot; All is forgiven after Star Trek though",1
No kairos reunion.  buty now I can call off work because I'm actually sick. /can't talk,0
"&quot;Best put seatbelts over your ears Roy, cause I'm gonna take them for the ride of their lives!&quot; - Maurice Moss  ",1
@hellodemi aww demi. Pls don't cry! ;( All of your fans love you and especially me.  LOL,1
@nfishlovinlife lol you are THE craziest person i have ever met! ,1
Welcome new followers  ,1
Shocks! I'm in thermal shock... I feel dizzy right now... and I think I'm gonna have sore throat later or tomorrow. and I hope not... ,0
@TelecomNZ hmmmm.... *sneaky thought* any chance you can weight odd's in my favour for me to do a test drive thing? ,1
"@l05t06 That was so messed up! @Fyouseekamy You should sneak 'em in his drink, while he isn't looking. ",1
Twitter will be down for one hour of planned maintenance starting at 8p Pacific Friday ,0
Getting ready for bed... Gta chill &amp; fun day ahead 2mor  nitey nite!,1
@Mastery1234 You are so lucky to have sims 3! ,0
@davidforbritney Aww I wanna watch For the Record  I'll probably watch Crossroads instead ,0
thought id check twitter. but i wont be on properly for a while yet. gahh. i do miss twitter these days lol! ,0
@perryhewitt What is the Latin word meaning truth? Thank you Jesuits! ,1
still got headache after 4 days... ,0
@DoktorAvalanche You're welcome. ,1
"@teemwilliams Michelle, @tamronhall is on here. Don't u miss her being on Fox? I liked your interviews with her. ",1
@princessherb like the silver shirt! ,1
@flurt0303 what happened to ur layout? ,0
so NOW the internet speeds up  :S,0
tmrw night The DOMINATION starts up a new week 6-7pm est.  ,1
@Sazchik With his special  Shepherds Pie &amp; Krug Champagne bless him.... ,0
i wish i could wear a brazilian bikini. i could work it if it werent for my skin ,0
I AM SO DAMN HAPPY RIGHT NOW ,1
"Absoloutley hate work experience, all I do is put stupid clothes on hangers and it's killing my back. I CANT do this for another 9 days!! ",0
ughhhh why does my life have to looks like this http://i44.tinypic.com/59vkat.jpg right now. @j_tine   One more exam and one more paperrr,0
@Cliche_Guevara1 I hate brain freeze  feels like your brain is freezing (durr) haha,0
"@harisn oh, they all wanna work for Google  ask him about the message i sent him yesterday though ",1
So bitter about Glastonbury this weekend! Ugh. @dearlenny why are u doing spain when u can do glasto?! ,0
Has not borrowed anyone else's dream ,1
is waiting for the dosh to roll in  xx,1
@tweetvik  sounds fun! ,1
waiting for the rest to arrive ...hungry ,0
"@kittenspawn Awww come on.... that was funny  Ok maybe i'm not the best person to comment on THAT but, i had fun reading it ",1
Must go to bed now..Need my sleep !!!So tired of school ..I hate Croatian schools.I wanna move to NY or CA .Ohh.We can pick r birth place ,0
UGGHHHH!!!!!! We leaving the Royal Palm. I'm sad. ,0
First big girl hair client came in. I thing I did good with the color but I don't think she liked her hair cut. ,0
 I love Skopelos.What a crazy year-to end up as an extra in both films at my 2 fave places...what are the chances? @greekfood,1
@mydwynter yes  we must wait for our sexi boys.,0
Awake and still full of cold but the sun is out ,1
"Woo, I haz new makeups! Pretty eyeshadow. And lipstick and nailpolish. Not sure how much I'll use them but eh ",1
"pondering about what i shall do today :], either clean the fish tanks  or stay on the net .. hmmm tough choice XD",0
seriuosly why do the jobro's have to have soo many fans!!! its really hard to get them to notice ME!!!!!!!!! ,0
nooooooooooooooo !!!!!   susan didnt win  i hate diversity!!,0
HAPPY MONDAY EVERYONE!  why am i still up? Lol Night twitz,1
u look cute at cosmogirlsindonesia june's edition @mileycyrus . it's better than the old one ,1
@justbart  lol ,1
"is not happy. Needs to sleep to get better, but waking up hurts like a bitch and makes me want to stay up. I hate being sick ",0
thinks Transformers 2 especially Optimus Prime is the sh*t...and is also sick ,0
Back to work tomorrow! Been sleep all day! I am mushy foods. Ate a Marie Callendra Salibury steak dinner. Gave half the steak to my dogs. ,1
My face is so dry i feel like i'm a walking popsicle stick ,1
@romerstx  how's it going?,1
@JonesBeach_1988 yeah we are I have to get up and drop the twins at school @ 8:30 ,0
my mom said i look like a nerd. that hurted my feelings   and then i said to her &quot;don't taunt.&quot; ,0
I graduate from JHS on Thursday! I'm so excited. Off to high school soon! ,1
@georgew0304 revision ,0
Just woke uppppppp. It's a nice day today. ,1
Gloomy afternoon. Got nothing to do. ,0
"I am three parts beer, three parts wine and two parts champagne. What's that ringing in my ears?  Nice wedding.  ",1
Happy Mother's day to all you guys...I am missing my mumma...(i'm away from home) ,0
the weekend at last yippeeeeeeeeeeeee!!!!!!!!! ,1
Arrived in Boston last night. DT is party central. I feel like having tea and dumping it in harbour (joking).  ,1
Happy 2 b out of school!!!!!!! People just piss me off sometimes ,0
@ryangadams Hadn't thought of that one. London: six ways to do every journey and they all take the same length of time ,1
"@alithered77 Haha, very true. ",1
@_Enigma__ did you even listen to the blip i sent you ,0
Rachel Getting Married. It wasn't bad. Just another predictable independant film. ,0
"I'm sleepy as hell, and want to learn doing several things at the moment  but I can't",0
@DKJ63 YUP! And I'm a long way from sleep!! ,1
totally hot  â« http://blip.fm/~7fqxl,1
@georgexmoney fuck i missed it ,0
Mmmmmm eating banana bread ,1
Please don't call school off. ,0
do not...i repeat...do NOT feel well...smh ,0
@Bre_0 so all done with wow blogging eh?  *huggles*,0
"@markhoppus I'm on a boat, I'm on a boat, Everybody look a me cause I'm sailin on a boat!  lonely island is this shit!",1
@jolhate - NICE!!! hahah awesome movie. I need to enjoy my Sunday with my parents and get off this computer ,1
@RoboRocketry packin' some arteries ,1
3 days to do 6 days work... ,0
Just woke up from a nap. I apologize friends. ,0
"@ms_cornwall Wow that's fantastic well done you, i really struggle to lose weight, i do everything right but it don't seem to shift ",0
@tjhoush  &quot;I will have more tds than @ogochocinco -- don't worry about me.&quot;  hahaha!  HAWK FANS ARE COUNTING ON IT!  Do not disappoint ,1
@ThatsItSonGoOn our stuff is pretty spendy too $4-5 a pack for hot dogs. But its soooo yummy ,1
@MACBETHStTeam Who is the beautiful person that runs this? ,1
Watching vacation videos! Good times good times ,1
@makmittens  no  i didn't buy tickets because i had no one to go with ,0
@_mawi meeee toooo.  but I have no self discipline,0
"@Radioblogger  I was just imagining Hugh reacting to 99 Problems... But if he didn't know Kill The Wabbit, I doubt he knows hip-hop #hhrs",0
aww my grandparents other cat is so sad  I can't cry right now,0
@140tees I tried to send DM...wouldn't let me because you're not following me  ,0
@MeldyCo thanks for following ,1
